,E-1,E-10,E-2,E-3,E-4,E-5,E-6,E-7,E-8,E-9,LINEAR_FORECAST,VALUE,Z-1,Z-10,Z-2,Z-3,Z-4,Z-5,Z-6,Z-7,Z-8,Z-9
0,32.5549906849,7.17863836284,16.9955012598,22.2211426518,-6.3724060524,-4.94915603939,4.62855773506,5.20540214188,-23.9691293353,22.378059908,117.82999108,100.8,73.5450093151,55.7213616372,52.8044987402,15.5788573482,17.7724060524,25.8491560394,31.7714422649,39.8945978581,85.1691293353,63.521940092
1,-17.0299910803,22.378059908,32.5549906849,16.9955012598,22.2211426518,-6.3724060524,-4.94915603939,4.62855773506,5.20540214188,-23.9691293353,94.8199381219,81.6,117.82999108,63.521940092,73.5450093151,52.8044987402,15.5788573482,17.7724060524,25.8491560394,31.7714422649,39.8945978581,85.1691293353
2,-13.2199381219,-23.9691293353,-17.0299910803,32.5549906849,16.9955012598,22.2211426518,-6.3724060524,-4.94915603939,4.62855773506,5.20540214188,68.2371009141,66.5,94.8199381219,85.1691293353,117.82999108,73.5450093151,52.8044987402,15.5788573482,17.7724060524,25.8491560394,31.7714422649,39.8945978581
3,-1.73710091413,5.20540214188,-13.2199381219,-17.0299910803,32.5549906849,16.9955012598,22.2211426518,-6.3724060524,-4.94915603939,4.62855773506,53.6055730405,34.8,68.2371009141,39.8945978581,94.8199381219,117.82999108,73.5450093151,52.8044987402,15.5788573482,17.7724060524,25.8491560394,31.7714422649
4,-18.8055730405,4.62855773506,-1.73710091413,-13.2199381219,-17.0299910803,32.5549906849,16.9955012598,22.2211426518,-6.3724060524,-4.94915603939,20.7028565249,30.6,53.6055730405,31.7714422649,68.2371009141,94.8199381219,117.82999108,73.5450093151,52.8044987402,15.5788573482,17.7724060524,25.8491560394
5,9.89714347515,-4.94915603939,-18.8055730405,-1.73710091413,-13.2199381219,-17.0299910803,32.5549906849,16.9955012598,22.2211426518,-6.3724060524,23.6235216757,7.0,20.7028565249,25.8491560394,53.6055730405,68.2371009141,94.8199381219,117.82999108,73.5450093151,52.8044987402,15.5788573482,17.7724060524
6,-16.6235216757,-6.3724060524,9.89714347515,-18.8055730405,-1.73710091413,-13.2199381219,-17.0299910803,32.5549906849,16.9955012598,22.2211426518,10.2579168443,19.8,23.6235216757,17.7724060524,20.7028565249,53.6055730405,68.2371009141,94.8199381219,117.82999108,73.5450093151,52.8044987402,15.5788573482
7,9.54208315574,22.2211426518,-16.6235216757,9.89714347515,-18.8055730405,-1.73710091413,-13.2199381219,-17.0299910803,32.5549906849,16.9955012598,36.978524392,92.5,10.2579168443,15.5788573482,23.6235216757,20.7028565249,53.6055730405,68.2371009141,94.8199381219,117.82999108,73.5450093151,52.8044987402
8,55.521475608,16.9955012598,9.54208315574,-16.6235216757,9.89714347515,-18.8055730405,-1.73710091413,-13.2199381219,-17.0299910803,32.5549906849,120.217038796,154.4,36.978524392,52.8044987402,10.2579168443,23.6235216757,20.7028565249,53.6055730405,68.2371009141,94.8199381219,117.82999108,73.5450093151
9,34.1829612038,32.5549906849,55.521475608,9.54208315574,-16.6235216757,9.89714347515,-18.8055730405,-1.73710091413,-13.2199381219,-17.0299910803,173.307212449,125.9,120.217038796,73.5450093151,36.978524392,10.2579168443,23.6235216757,20.7028565249,53.6055730405,68.2371009141,94.8199381219,117.82999108
10,-47.4072124493,-17.0299910803,34.1829612038,55.521475608,9.54208315574,-16.6235216757,9.89714347515,-18.8055730405,-1.73710091413,-13.2199381219,99.7857262707,84.8,173.307212449,117.82999108,120.217038796,36.978524392,10.2579168443,23.6235216757,20.7028565249,53.6055730405,68.2371009141,94.8199381219
11,-14.9857262707,-13.2199381219,-47.4072124493,34.1829612038,55.521475608,9.54208315574,-16.6235216757,9.89714347515,-18.8055730405,-1.73710091413,75.1096054975,68.1,99.7857262707,94.8199381219,173.307212449,120.217038796,36.978524392,10.2579168443,23.6235216757,20.7028565249,53.6055730405,68.2371009141
12,-7.00960549751,-1.73710091413,-14.9857262707,-47.4072124493,34.1829612038,55.521475608,9.54208315574,-16.6235216757,9.89714347515,-18.8055730405,59.0397735693,38.5,75.1096054975,68.2371009141,99.7857262707,173.307212449,120.217038796,36.978524392,10.2579168443,23.6235216757,20.7028565249,53.6055730405
13,-20.5397735693,-18.8055730405,-7.00960549751,-14.9857262707,-47.4072124493,34.1829612038,55.521475608,9.54208315574,-16.6235216757,9.89714347515,17.3905669685,22.8,59.0397735693,53.6055730405,75.1096054975,99.7857262707,173.307212449,120.217038796,36.978524392,10.2579168443,23.6235216757,20.7028565249
14,5.40943303154,9.89714347515,-20.5397735693,-7.00960549751,-14.9857262707,-47.4072124493,34.1829612038,55.521475608,9.54208315574,-16.6235216757,14.7526188743,10.2,17.3905669685,20.7028565249,59.0397735693,75.1096054975,99.7857262707,173.307212449,120.217038796,36.978524392,10.2579168443,23.6235216757
15,-4.55261887433,-16.6235216757,5.40943303154,-20.5397735693,-7.00960549751,-14.9857262707,-47.4072124493,34.1829612038,55.521475608,9.54208315574,17.0372662059,24.1,14.7526188743,23.6235216757,17.3905669685,59.0397735693,75.1096054975,99.7857262707,173.307212449,120.217038796,36.978524392,10.2579168443
16,7.06273379408,9.54208315574,-4.55261887433,5.40943303154,-20.5397735693,-7.00960549751,-14.9857262707,-47.4072124493,34.1829612038,55.521475608,57.72504488,82.9,17.0372662059,10.2579168443,14.7526188743,17.3905669685,59.0397735693,75.1096054975,99.7857262707,173.307212449,120.217038796,36.978524392
17,25.17495512,55.521475608,7.06273379408,-4.55261887433,5.40943303154,-20.5397735693,-7.00960549751,-14.9857262707,-47.4072124493,34.1829612038,130.229003129,132.0,57.72504488,36.978524392,17.0372662059,14.7526188743,17.3905669685,59.0397735693,75.1096054975,99.7857262707,173.307212449,120.217038796
18,1.7709968707,34.1829612038,25.17495512,7.06273379408,-4.55261887433,5.40943303154,-20.5397735693,-7.00960549751,-14.9857262707,-47.4072124493,143.560823675,130.9,130.229003129,120.217038796,57.72504488,17.0372662059,14.7526188743,17.3905669685,59.0397735693,75.1096054975,99.7857262707,173.307212449
19,-12.6608236746,-47.4072124493,1.7709968707,25.17495512,7.06273379408,-4.55261887433,5.40943303154,-20.5397735693,-7.00960549751,-14.9857262707,111.977996183,118.1,143.560823675,173.307212449,130.229003129,57.72504488,17.0372662059,14.7526188743,17.3905669685,59.0397735693,75.1096054975,99.7857262707
20,6.12200381654,-14.9857262707,-12.6608236746,1.7709968707,25.17495512,7.06273379408,-4.55261887433,5.40943303154,-20.5397735693,-7.00960549751,101.969741943,89.9,111.977996183,99.7857262707,143.560823675,130.229003129,57.72504488,17.0372662059,14.7526188743,17.3905669685,59.0397735693,75.1096054975
21,-12.069741943,-7.00960549751,6.12200381654,-12.6608236746,1.7709968707,25.17495512,7.06273379408,-4.55261887433,5.40943303154,-20.5397735693,62.4253325147,66.6,101.969741943,75.1096054975,111.977996183,143.560823675,130.229003129,57.72504488,17.0372662059,14.7526188743,17.3905669685,59.0397735693
22,4.17466748535,-20.5397735693,-12.069741943,6.12200381654,-12.6608236746,1.7709968707,25.17495512,7.06273379408,-4.55261887433,5.40943303154,42.2827240019,60.0,62.4253325147,59.0397735693,101.969741943,111.977996183,143.560823675,130.229003129,57.72504488,17.0372662059,14.7526188743,17.3905669685
23,17.7172759981,5.40943303154,4.17466748535,-12.069741943,6.12200381654,-12.6608236746,1.7709968707,25.17495512,7.06273379408,-4.55261887433,43.4251132725,46.9,42.2827240019,17.3905669685,62.4253325147,101.969741943,111.977996183,143.560823675,130.229003129,57.72504488,17.0372662059,14.7526188743
24,3.47488672747,-4.55261887433,17.7172759981,4.17466748535,-12.069741943,6.12200381654,-12.6608236746,1.7709968707,25.17495512,7.06273379408,42.8724614763,41.0,43.4251132725,14.7526188743,42.2827240019,62.4253325147,101.969741943,111.977996183,143.560823675,130.229003129,57.72504488,17.0372662059
25,-1.87246147629,7.06273379408,3.47488672747,17.7172759981,4.17466748535,-12.069741943,6.12200381654,-12.6608236746,1.7709968707,25.17495512,62.847466627,21.3,42.8724614763,17.0372662059,43.4251132725,42.2827240019,62.4253325147,101.969741943,111.977996183,143.560823675,130.229003129,57.72504488
26,-41.547466627,25.17495512,-1.87246147629,3.47488672747,17.7172759981,4.17466748535,-12.069741943,6.12200381654,-12.6608236746,1.7709968707,49.3958693106,16.0,62.847466627,57.72504488,42.8724614763,43.4251132725,42.2827240019,62.4253325147,101.969741943,111.977996183,143.560823675,130.229003129
27,-33.3958693106,1.7709968707,-41.547466627,-1.87246147629,3.47488672747,17.7172759981,4.17466748535,-12.069741943,6.12200381654,-12.6608236746,47.6048992157,6.4,49.3958693106,130.229003129,62.847466627,42.8724614763,43.4251132725,42.2827240019,62.4253325147,101.969741943,111.977996183,143.560823675
28,-41.2048992157,-12.6608236746,-33.3958693106,-41.547466627,-1.87246147629,3.47488672747,17.7172759981,4.17466748535,-12.069741943,6.12200381654,22.3777842321,4.1,47.6048992157,143.560823675,49.3958693106,62.847466627,42.8724614763,43.4251132725,42.2827240019,62.4253325147,101.969741943,111.977996183
29,-18.2777842321,6.12200381654,-41.2048992157,-33.3958693106,-41.547466627,-1.87246147629,3.47488672747,17.7172759981,4.17466748535,-12.069741943,16.5702091357,6.8,22.3777842321,111.977996183,47.6048992157,49.3958693106,62.847466627,42.8724614763,43.4251132725,42.2827240019,62.4253325147,101.969741943
30,-9.77020913574,-12.069741943,-18.2777842321,-41.2048992157,-33.3958693106,-41.547466627,-1.87246147629,3.47488672747,17.7172759981,4.17466748535,15.0211754259,14.5,16.5702091357,101.969741943,22.3777842321,47.6048992157,49.3958693106,62.847466627,42.8724614763,43.4251132725,42.2827240019,62.4253325147
31,-0.521175425854,4.17466748535,-9.77020913574,-18.2777842321,-41.2048992157,-33.3958693106,-41.547466627,-1.87246147629,3.47488672747,17.7172759981,25.4994324757,34.0,15.0211754259,62.4253325147,16.5702091357,22.3777842321,47.6048992157,49.3958693106,62.847466627,42.8724614763,43.4251132725,42.2827240019
32,8.5005675243,17.7172759981,-0.521175425854,-9.77020913574,-18.2777842321,-41.2048992157,-33.3958693106,-41.547466627,-1.87246147629,3.47488672747,42.4444049997,45.0,25.4994324757,42.2827240019,15.0211754259,16.5702091357,22.3777842321,47.6048992157,49.3958693106,62.847466627,42.8724614763,43.4251132725
33,2.55559500029,3.47488672747,8.5005675243,-0.521175425854,-9.77020913574,-18.2777842321,-41.2048992157,-33.3958693106,-41.547466627,-1.87246147629,46.0491527084,43.1,42.4444049997,43.4251132725,25.4994324757,15.0211754259,16.5702091357,22.3777842321,47.6048992157,49.3958693106,62.847466627,42.8724614763
34,-2.94915270841,-1.87246147629,2.55559500029,8.5005675243,-0.521175425854,-9.77020913574,-18.2777842321,-41.2048992157,-33.3958693106,-41.547466627,34.526474633,47.5,46.0491527084,42.8724614763,42.4444049997,25.4994324757,15.0211754259,16.5702091357,22.3777842321,47.6048992157,49.3958693106,62.847466627
35,12.973525367,-41.547466627,-2.94915270841,2.55559500029,8.5005675243,-0.521175425854,-9.77020913574,-18.2777842321,-41.2048992157,-33.3958693106,43.0654859531,42.2,34.526474633,62.847466627,46.0491527084,42.4444049997,25.4994324757,15.0211754259,16.5702091357,22.3777842321,47.6048992157,49.3958693106
36,-0.865485953092,-33.3958693106,12.973525367,-2.94915270841,2.55559500029,8.5005675243,-0.521175425854,-9.77020913574,-18.2777842321,-41.2048992157,31.1035193009,28.1,43.0654859531,49.3958693106,34.526474633,46.0491527084,42.4444049997,25.4994324757,15.0211754259,16.5702091357,22.3777842321,47.6048992157
37,-3.00351930091,-41.2048992157,-0.865485953092,12.973525367,-2.94915270841,2.55559500029,8.5005675243,-0.521175425854,-9.77020913574,-18.2777842321,16.7645634241,10.1,31.1035193009,47.6048992157,43.0654859531,34.526474633,46.0491527084,42.4444049997,25.4994324757,15.0211754259,16.5702091357,22.3777842321
38,-6.66456342414,-18.2777842321,-3.00351930091,-0.865485953092,12.973525367,-2.94915270841,2.55559500029,8.5005675243,-0.521175425854,-9.77020913574,3.02543192331,8.1,16.7645634241,22.3777842321,31.1035193009,43.0654859531,34.526474633,46.0491527084,42.4444049997,25.4994324757,15.0211754259,16.5702091357
39,5.07456807669,-9.77020913574,-6.66456342414,-3.00351930091,-0.865485953092,12.973525367,-2.94915270841,2.55559500029,8.5005675243,-0.521175425854,13.2363493229,2.5,3.02543192331,16.5702091357,16.7645634241,31.1035193009,43.0654859531,34.526474633,46.0491527084,42.4444049997,25.4994324757,15.0211754259
40,-10.7363493229,-0.521175425854,5.07456807669,-6.66456342414,-3.00351930091,-0.865485953092,12.973525367,-2.94915270841,2.55559500029,8.5005675243,7.83710064777,0.0,13.2363493229,15.0211754259,3.02543192331,16.7645634241,31.1035193009,43.0654859531,34.526474633,46.0491527084,42.4444049997,25.4994324757
41,-7.83710064777,8.5005675243,-10.7363493229,5.07456807669,-6.66456342414,-3.00351930091,-0.865485953092,12.973525367,-2.94915270841,2.55559500029,9.36063267489,1.4,7.83710064777,25.4994324757,13.2363493229,3.02543192331,16.7645634241,31.1035193009,43.0654859531,34.526474633,46.0491527084,42.4444049997
42,-7.96063267489,2.55559500029,-7.83710064777,-10.7363493229,5.07456807669,-6.66456342414,-3.00351930091,-0.865485953092,12.973525367,-2.94915270841,10.4480760502,5.0,9.36063267489,42.4444049997,7.83710064777,13.2363493229,3.02543192331,16.7645634241,31.1035193009,43.0654859531,34.526474633,46.0491527084
43,-5.44807605016,-2.94915270841,-7.96063267489,-7.83710064777,-10.7363493229,5.07456807669,-6.66456342414,-3.00351930091,-0.865485953092,12.973525367,14.99624882,12.2,10.4480760502,46.0491527084,9.36063267489,7.83710064777,13.2363493229,3.02543192331,16.7645634241,31.1035193009,43.0654859531,34.526474633
44,-2.79624882004,12.973525367,-5.44807605016,-7.96063267489,-7.83710064777,-10.7363493229,5.07456807669,-6.66456342414,-3.00351930091,-0.865485953092,18.3435109981,13.9,14.99624882,34.526474633,10.4480760502,9.36063267489,7.83710064777,13.2363493229,3.02543192331,16.7645634241,31.1035193009,43.0654859531
45,-4.44351099815,-0.865485953092,-2.79624882004,-5.44807605016,-7.96063267489,-7.83710064777,-10.7363493229,5.07456807669,-6.66456342414,-3.00351930091,13.7291465396,35.4,18.3435109981,43.0654859531,14.99624882,10.4480760502,9.36063267489,7.83710064777,13.2363493229,3.02543192331,16.7645634241,31.1035193009
46,21.6708534604,-3.00351930091,-4.44351099815,-2.79624882004,-5.44807605016,-7.96063267489,-7.83710064777,-10.7363493229,5.07456807669,-6.66456342414,39.2100048922,45.8,13.7291465396,31.1035193009,18.3435109981,14.99624882,10.4480760502,9.36063267489,7.83710064777,13.2363493229,3.02543192331,16.7645634241
47,6.58999510782,-6.66456342414,21.6708534604,-4.44351099815,-2.79624882004,-5.44807605016,-7.96063267489,-7.83710064777,-10.7363493229,5.07456807669,40.6868375539,41.1,39.2100048922,16.7645634241,13.7291465396,18.3435109981,14.99624882,10.4480760502,9.36063267489,7.83710064777,13.2363493229,3.02543192331
48,0.413162446129,5.07456807669,6.58999510782,21.6708534604,-4.44351099815,-2.79624882004,-5.44807605016,-7.96063267489,-7.83710064777,-10.7363493229,30.3908808129,30.1,40.6868375539,3.02543192331,39.2100048922,13.7291465396,18.3435109981,14.99624882,10.4480760502,9.36063267489,7.83710064777,13.2363493229
49,-0.290880812884,-10.7363493229,0.413162446129,6.58999510782,21.6708534604,-4.44351099815,-2.79624882004,-5.44807605016,-7.96063267489,-7.83710064777,19.4277022315,23.9,30.3908808129,13.2363493229,40.6868375539,39.2100048922,13.7291465396,18.3435109981,14.99624882,10.4480760502,9.36063267489,7.83710064777
50,4.47229776851,-7.83710064777,-0.290880812884,0.413162446129,6.58999510782,21.6708534604,-4.44351099815,-2.79624882004,-5.44807605016,-7.96063267489,18.8549311608,15.6,19.4277022315,7.83710064777,30.3908808129,40.6868375539,39.2100048922,13.7291465396,18.3435109981,14.99624882,10.4480760502,9.36063267489
51,-3.25493116082,-7.96063267489,4.47229776851,-0.290880812884,0.413162446129,6.58999510782,21.6708534604,-4.44351099815,-2.79624882004,-5.44807605016,9.27570844175,6.6,18.8549311608,9.36063267489,19.4277022315,30.3908808129,40.6868375539,39.2100048922,13.7291465396,18.3435109981,14.99624882,10.4480760502
52,-2.67570844175,-5.44807605016,-3.25493116082,4.47229776851,-0.290880812884,0.413162446129,6.58999510782,21.6708534604,-4.44351099815,-2.79624882004,5.13051201397,4.0,9.27570844175,10.4480760502,18.8549311608,19.4277022315,30.3908808129,40.6868375539,39.2100048922,13.7291465396,18.3435109981,14.99624882
53,-1.13051201397,-2.79624882004,-2.67570844175,-3.25493116082,4.47229776851,-0.290880812884,0.413162446129,6.58999510782,21.6708534604,-4.44351099815,7.70219846478,1.8,5.13051201397,14.99624882,9.27570844175,18.8549311608,19.4277022315,30.3908808129,40.6868375539,39.2100048922,13.7291465396,18.3435109981
54,-5.90219846478,-4.44351099815,-1.13051201397,-2.67570844175,-3.25493116082,4.47229776851,-0.290880812884,0.413162446129,6.58999510782,21.6708534604,10.3605031393,8.5,7.70219846478,18.3435109981,5.13051201397,9.27570844175,18.8549311608,19.4277022315,30.3908808129,40.6868375539,39.2100048922,13.7291465396
55,-1.86050313931,21.6708534604,-5.90219846478,-1.13051201397,-2.67570844175,-3.25493116082,4.47229776851,-0.290880812884,0.413162446129,6.58999510782,19.5089345751,16.6,10.3605031393,13.7291465396,7.70219846478,5.13051201397,9.27570844175,18.8549311608,19.4277022315,30.3908808129,40.6868375539,39.2100048922
56,-2.9089345751,6.58999510782,-1.86050313931,-5.90219846478,-1.13051201397,-2.67570844175,-3.25493116082,4.47229776851,-0.290880812884,0.413162446129,23.2069320654,36.3,19.5089345751,39.2100048922,10.3605031393,7.70219846478,5.13051201397,9.27570844175,18.8549311608,19.4277022315,30.3908808129,40.6868375539
57,13.0930679346,0.413162446129,-2.9089345751,-1.86050313931,-5.90219846478,-1.13051201397,-2.67570844175,-3.25493116082,4.47229776851,-0.290880812884,43.0359152834,49.6,23.2069320654,40.6868375539,19.5089345751,10.3605031393,7.70219846478,5.13051201397,9.27570844175,18.8549311608,19.4277022315,30.3908808129
58,6.56408471661,-0.290880812884,13.0930679346,-2.9089345751,-1.86050313931,-5.90219846478,-1.13051201397,-2.67570844175,-3.25493116082,4.47229776851,48.0411462962,64.2,43.0359152834,30.3908808129,23.2069320654,19.5089345751,10.3605031393,7.70219846478,5.13051201397,9.27570844175,18.8549311608,19.4277022315
59,16.1588537038,4.47229776851,6.56408471661,13.0930679346,-2.9089345751,-1.86050313931,-5.90219846478,-1.13051201397,-2.67570844175,-3.25493116082,60.7324239803,67.0,48.0411462962,19.4277022315,43.0359152834,23.2069320654,19.5089345751,10.3605031393,7.70219846478,5.13051201397,9.27570844175,18.8549311608
60,6.26757601966,-3.25493116082,16.1588537038,6.56408471661,13.0930679346,-2.9089345751,-1.86050313931,-5.90219846478,-1.13051201397,-2.67570844175,54.8006360955,70.9,60.7324239803,18.8549311608,48.0411462962,43.0359152834,23.2069320654,19.5089345751,10.3605031393,7.70219846478,5.13051201397,9.27570844175
61,16.0993639045,-2.67570844175,6.26757601966,16.1588537038,6.56408471661,13.0930679346,-2.9089345751,-1.86050313931,-5.90219846478,-1.13051201397,61.1295849785,47.8,54.8006360955,9.27570844175,60.7324239803,48.0411462962,43.0359152834,23.2069320654,19.5089345751,10.3605031393,7.70219846478,5.13051201397
62,-13.3295849785,-1.13051201397,16.0993639045,6.26757601966,16.1588537038,6.56408471661,13.0930679346,-2.9089345751,-1.86050313931,-5.90219846478,27.0254864775,27.5,61.1295849785,5.13051201397,54.8006360955,60.7324239803,48.0411462962,43.0359152834,23.2069320654,19.5089345751,10.3605031393,7.70219846478
63,0.47451352252,-5.90219846478,-13.3295849785,16.0993639045,6.26757601966,16.1588537038,6.56408471661,13.0930679346,-2.9089345751,-1.86050313931,17.9829627711,8.5,27.0254864775,7.70219846478,61.1295849785,54.8006360955,60.7324239803,48.0411462962,43.0359152834,23.2069320654,19.5089345751,10.3605031393
64,-9.48296277106,-1.86050313931,0.47451352252,-13.3295849785,16.0993639045,6.26757601966,16.1588537038,6.56408471661,13.0930679346,-2.9089345751,3.93057217064,13.2,17.9829627711,10.3605031393,27.0254864775,61.1295849785,54.8006360955,60.7324239803,48.0411462962,43.0359152834,23.2069320654,19.5089345751
65,9.26942782936,-2.9089345751,-9.48296277106,0.47451352252,-13.3295849785,16.0993639045,6.26757601966,16.1588537038,6.56408471661,13.0930679346,24.4869980228,56.9,3.93057217064,19.5089345751,17.9829627711,27.0254864775,61.1295849785,54.8006360955,60.7324239803,48.0411462962,43.0359152834,23.2069320654
66,32.4130019772,13.0930679346,9.26942782936,-9.48296277106,0.47451352252,-13.3295849785,16.0993639045,6.26757601966,16.1588537038,6.56408471661,79.345237648,121.5,24.4869980228,23.2069320654,3.93057217064,17.9829627711,27.0254864775,61.1295849785,54.8006360955,60.7324239803,48.0411462962,43.0359152834
67,42.154762352,6.56408471661,32.4130019772,9.26942782936,-9.48296277106,0.47451352252,-13.3295849785,16.0993639045,6.26757601966,16.1588537038,145.775848644,138.3,79.345237648,43.0359152834,24.4869980228,3.93057217064,17.9829627711,27.0254864775,61.1295849785,54.8006360955,60.7324239803,48.0411462962
68,-7.47584864436,16.1588537038,42.154762352,32.4130019772,9.26942782936,-9.48296277106,0.47451352252,-13.3295849785,16.0993639045,6.26757601966,128.614575773,103.2,145.775848644,48.0411462962,79.345237648,24.4869980228,3.93057217064,17.9829627711,27.0254864775,61.1295849785,54.8006360955,60.7324239803
69,-25.4145757734,6.26757601966,-7.47584864436,42.154762352,32.4130019772,9.26942782936,-9.48296277106,0.47451352252,-13.3295849785,16.0993639045,75.1362380379,85.7,128.614575773,60.7324239803,145.775848644,79.345237648,24.4869980228,3.93057217064,17.9829627711,27.0254864775,61.1295849785,54.8006360955
70,10.5637619621,16.0993639045,-25.4145757734,-7.47584864436,42.154762352,32.4130019772,9.26942782936,-9.48296277106,0.47451352252,-13.3295849785,71.5463751435,64.6,75.1362380379,54.8006360955,128.614575773,145.775848644,79.345237648,24.4869980228,3.93057217064,17.9829627711,27.0254864775,61.1295849785
71,-6.94637514347,-13.3295849785,10.5637619621,-25.4145757734,-7.47584864436,42.154762352,32.4130019772,9.26942782936,-9.48296277106,0.47451352252,43.332085628,36.7,71.5463751435,61.1295849785,75.1362380379,128.614575773,145.775848644,79.345237648,24.4869980228,3.93057217064,17.9829627711,27.0254864775
